EffectiveDate,2017-01-31
Id,dd442953-a1fc-439b-8838-ab486b1ec701
InflationAdjusted,false
InflationModel,1100701
Name,BaselineGenerated
OverrideSet,1
PercentileInterpolation,PERCENTILE.EXC
RequestID,dd442953-a1fc-439b-8838-ab486b1ec701
Rounding,
Scenarios,1
Threads,
TimeSteps,69
TransactionLog,
UseDefaultRounding,true
output_file,c:\Foresight\results\results.csv
threads,
version,1.5.1.7
build_notes, FSCE-308 - Fix spelling error in input parsing.  Fri Feb  3 15:16:55 AUSEDT 2017   4446e8aae0193b05001f8989587ec87749ebea1d 

Operator Key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,all
SCENARIOALL::QQuery_1000301_CAPITALRETURN::OOper_1000301_AustralianCorporateBonds_CAPITALRETURN::CAPITALRETURN::::s:1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,
SCENARIOALL::QQuery_1000301_INCOMERETURN::OOper_1000301_AustralianCorporateBonds_INCOMERETURN::INCOMERETURN::::s:1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,
SCENARIOALL::QQuery_1000301_LOGRETURN::OOper_1000301_AustralianCorporateBonds_LOGRETURN::LOGRETURN::::s:1,0.00000000000000000000,0.03446044012050365100,0.03386501057075017700,0.03606344781119144600,0.03804957499318525900,0.03905467895420188000,0.04011293750361680200,0.04145684362636319100,0.04288150801694506200,0.04475420754320237600,0.04626799948978821400,0.04626799948941878000,0.04626799948734723600,0.04626799948931653600,0.04626799948783534600,0.04626799948743953700,0.04626799948680832700,0.04626799948910101400,0.04626799948930594000,0.04626799948921990500,0.04626799948981415200,0.04626799948928432500,0.04626799948798536500,0.04626799948780140800,0.04626799948908760800,0.04626799948952881000,0.04626799948914295200,0.04626799948724671900,0.04626799948828389000,0.04626799948796071800,0.04626799948701822800,0.04626799948770023800,0.04626799948860577100,0.04626799948772185300,0.04626799948727979000,0.04626799948663301600,0.04626799948795445900,0.04626799948763149500,0.04626799948727330900,0.04626799948798536500,0.04626799948708826300,0.04626799948873287800,0.04626799948888030100,0.04626799948918704200,0.04626799948924022200,0.04626799948958738900,0.04626799948868618600,0.04626799948954026700,0.04626799949034052200,0.04626799949106598400,0.04626799949213644700,0.04626799949174670300,0.04626799949236559000,0.04626799949256900400,0.04626799949193368500,0.04626799949050783300,0.04626799948989954200,0.04626799948841878200,0.04626799948863257600,0.04626799948795142600,0.04626799948739998600,0.04626799948848708800,0.04626799948938333000,0.04626799948806642500,0.04626799948710361200,0.04626799948604958000,0.04626799948573850900,0.04626799948612372200,0.04626799948697391000,0.04626799948673980500,
SCENARIOALL::QQuery_1000301_ROLLUP::OOper_1000301_AustralianCorporateBonds_ROLLUP::ROLLUP::::s:1,1.00000000000000000000,1.03506108067455370000,1.07071371630002090000,1.11003206079081140000,1.15308213366188750000,1.19900632642563230000,1.24807964990935600000,1.30090858720996790000,1.35790686131513700000,1.42005932532726660000,1.48730632552018130000,1.55773781170848660000,1.63150458542737620000,1.70876458943780500000,1.78968324587782690000,1.87443381046907340000,1.96319774346663500000,2.05616509819401470000,2.15353492795206150000,2.25551571222686320000,2.36232580306611300000,2.47419389258845260000,2.59135950264296570000,2.71407349765604340000,2.84259862175645410000,2.97721006133168760000,3.11819603423794070000,3.26585840690383830000,3.42051334067653380000,3.58249196873000250000,3.75214110507296580000,3.92982398712219490000,4.11592105342068320000,4.31083075819443630000,4.51497042450382310000,4.72877713776663190000,4.95270868161918190000,5.18724451805379870000,5.43288681402369810000,5.69016151663654140000,5.95961947924380020000,6.24183764091721560000,6.53742026169099070000,6.84700021638192440000,7.17124034963144740000,7.51083489513525930000,7.86651096205830850000,8.23903009188993350000,8.62918988895181550000,9.03782572816909990000,9.46581254370387630000,9.91406670226406380000,10.38354796518530100000,10.87526154334864800000,11.39026024945532700000,11.92964675221860900000,12.49457593731792900000,13.08625738009717100000,13.70595793545152400000,14.35500445023676600000,15.03478660424001800000,15.74675988564758300000,16.49244870735536800000,17.27344967089422000000,18.09143498500372300000,18.94815604596761800000,19.84544718756889000000,20.78522960858514100000,21.76951548628195700000,22.80041228467422300000,
SCENARIOALL::QQuery_1000301_TOTALRETURN::OOper_1000301_AustralianCorporateBonds_TOTALRETURN::TOTALRETURN::::s:1,0.00000000000000000000,0.03500000000000000300,0.03400000000000000200,0.03599999999999999700,0.03799999999999999900,0.03900000000000000000,0.04000000000000000100,0.04200000000000000300,0.04299999999999999700,0.04499999999999999800,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,0.04700000000000000000,
SCENARIOALL::QQuery_1000401_CAPITALRETURN::OOper_1000401_Australian Listed Property_CAPITALRETURN::CAPITALRETURN::::s:1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,
SCENARIOALL::QQuery_1000401_INCOMERETURN::OOper_1000401_Australian Listed Property_INCOMERETURN::INCOMERETURN::::s:1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,
SCENARIOALL::QQuery_1000401_LOGRETURN::OOper_1000401_Australian Listed Property_LOGRETURN::LOGRETURN::::s:1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,
SCENARIOALL::QQuery_1000401_ROLLUP::OOper_1000401_Australian Listed Property_ROLLUP::ROLLUP::::s:1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,
SCENARIOALL::QQuery_1000401_TOTALRETURN::OOper_1000401_Australian Listed Property_TOTALRETURN::TOTALRETURN::::s:1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,
SCENARIOALL::QQuery_1000501_CAPITALRETURN::OOper_1000501_Australian Cash_CAPITALRETURN::CAPITALRETURN::::s:1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,
SCENARIOALL::QQuery_1000501_INCOMERETURN::OOper_1000501_Australian Cash_INCOMERETURN::INCOMERETURN::::s:1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,
SCENARIOALL::QQuery_1000501_LOGRETURN::OOper_1000501_Australian Cash_LOGRETURN::LOGRETURN::::s:1,0.00000000000000000000,0.01501212012050365100,0.01441669057075017400,0.01661512781119144100,0.01860125499318525400,0.01960635895420187500,0.02066461750361680100,0.02200852362636319300,0.02343318801694506100,0.02530588754320237500,0.02681967948978820900,0.02681967948941877900,0.02681967948734723500,0.02681967948931653100,0.02681967948783534400,0.02681967948743953900,0.02681967948680832500,0.02681967948910100900,0.02681967948930593900,0.02681967948921990300,0.02681967948981415000,0.02681967948928432000,0.02681967948798536300,0.02681967948780140600,0.02681967948908760600,0.02681967948952880900,0.02681967948914294700,0.02681967948724671800,0.02681967948828389200,0.02681967948796071900,0.02681967948701822700,0.02681967948770023700,0.02681967948860576900,0.02681967948772185500,0.02681967948727978800,0.02681967948663301400,0.02681967948795445400,0.02681967948763149700,0.02681967948727330400,0.02681967948798536300,0.02681967948708826500,0.02681967948873287600,0.02681967948888030300,0.02681967948918704400,0.02681967948924022400,0.02681967948958739100,0.02681967948868618400,0.02681967948954026500,0.02681967949034052100,0.02681967949106598200,0.02681967949213644900,0.02681967949174669800,0.02681967949236558800,0.02681967949256900200,0.02681967949193368400,0.02681967949050783500,0.02681967948989953700,0.02681967948841878400,0.02681967948863257400,0.02681967948795142500,0.02681967948739998100,0.02681967948848709000,0.02681967948938332800,0.02681967948806642700,0.02681967948710361300,0.02681967948604957500,0.02681967948573850700,0.02681967948612372000,0.02681967948697391200,0.02681967948673980000,
SCENARIOALL::QQuery_1000501_ROLLUP::OOper_1000501_Australian Cash_ROLLUP::ROLLUP::::s:1,1.00000000000000000000,1.01512536798294590000,1.02986611740519220000,1.04712041884925490000,1.06678045658427470000,1.08790252393629360000,1.11061750333617180000,1.13533151680988340000,1.16225011623453640000,1.19203719157238220000,1.22443981879740500000,1.25772323250958860000,1.29191137474174740000,1.32702883833997580000,1.36310088463720010000,1.40015346164011830000,1.43821322268700060000,1.47730754562682790000,1.51746455250145830000,1.55871312978450140000,1.60108294915950240000,1.64460448885956430000,1.68930905559476210000,1.73522880707498170000,1.78239677513990190000,1.83084688951527050000,1.88061400222368900000,1.93173391265364810000,1.98424339332138460000,2.03818021630612560000,2.09358318043038770000,2.15049213917288200000,2.20894802932923890000,2.26899290045763190000,2.33066994513591340000,2.39402353002547840000,2.45909922779263420000,2.52594384987687230000,2.59460548017647640000,2.66513350963630820000,2.73757867176664420000,2.81199307915596600000,2.88843026093543780000,2.96694520129982790000,3.04759437905407800000,3.13043580824351200000,3.21552907987906740000,3.30293540481774660000,3.39271765777891550000,3.48494042257794150000,3.57967003858537150000,3.67697464843940570000,3.77692424707876250000,3.87959073207884230000,3.98504795537367680000,4.09337177638214560000,4.20464011658312660000,4.31893301555405350000,4.43633268856436750000,4.55692358569413080000,4.68079245259757570000,4.80802839290552790000,4.93872293230556010000,5.07297008437777830000,5.21086641824491630000,5.35251112802381710000,5.49800610418628730000,5.64745600684845780000,5.80096834105573670000,5.95865353410730150000,
SCENARIOALL::QQuery_1000501_TOTALRETURN::OOper_1000501_Australian Cash_TOTALRETURN::TOTALRETURN::::s:1,0.00000000000000000000,0.01499999999999999900,0.01400000000000000000,0.01600000000000000000,0.01799999999999999900,0.01900000000000000000,0.02000000000000000000,0.02199999999999999900,0.02300000000000000000,0.02500000000000000100,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,0.02700000000000000000,
SCENARIOALL::QQuery_1001501_CAPITALRETURN::OOper_1001501_International Large Cap EquitiesHedge_CAPITALRETURN::CAPITALRETURN::::s:1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,
